desired_identifier,cadidate_identifier,desired_given_exp,candidate_given_exp,Penality Given,Global Similarity Given,Final Similarity Given,desired_then_exp,candidate_then_exp,Penality Then,Global Similarity Then,Final Similarity Then,Scenario Similarity,desired_given_vars,candidate_given_vars,desired_then_vars,candidate_then_vars,intersection_given_vars,intersection_then_vars,given_plus,given_less,then_plus,then_less,#given_plus,#given_less,#then_plus,#then_less,tipo_de_erro,tipo_de_erro_num,tipo_de_erro_jittered
Desired_363,candidate,wind_speed <= 36 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.6666666666666667,1.0,0.3333333333333332,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.111,"wind_speed, a, b","battery, satellite_count, wind_speed",a,"height, source_distance",wind_speed,,"a, b","satellite_count, battery",a,"source_distance, height",2,2,1,2,Combined,1,0.9118578921741037
Desired_364,candidate,wind_speed <= 36 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.6666666666666667,1.0,0.3333333333333332,b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.111,"wind_speed, a, b","battery, satellite_count, wind_speed",b,"height, source_distance",wind_speed,,"a, b","satellite_count, battery",b,"source_distance, height",2,2,1,2,Combined,1,1.0801951661198133
Desired_365,candidate,wind_speed <= 36 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.6666666666666667,1.0,0.3333333333333332,height >= 30 AND source_distance == 0,height >= 30 AND source_distance == 0,0.0,1.0,1.0,0.778,"wind_speed, a, b","battery, satellite_count, wind_speed","height, source_distance","height, source_distance",wind_speed,"source_distance, height","a, b","satellite_count, battery",,,2,2,0,0,Combined,1,1.0328812717099367
Desired_366,candidate,wind_speed <= 36 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.6666666666666667,1.0,0.3333333333333332,height >= 30 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.611,"wind_speed, a, b","battery, satellite_count, wind_speed","height, a","height, source_distance",wind_speed,height,"a, b","satellite_count, battery",a,source_distance,2,2,1,1,Combined,1,1.0851973894752722
Desired_367,candidate,wind_speed <= 36 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.6666666666666667,1.0,0.3333333333333332,height >= 30 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.611,"wind_speed, a, b","battery, satellite_count, wind_speed","height, b","height, source_distance",wind_speed,height,"a, b","satellite_count, battery",b,source_distance,2,2,1,1,Combined,1,1.0203932562918303
Desired_368,candidate,wind_speed <= 36 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.6666666666666667,1.0,0.3333333333333332,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.611,"wind_speed, a, b","battery, satellite_count, wind_speed","source_distance, a","height, source_distance",wind_speed,source_distance,"a, b","satellite_count, battery",a,height,2,2,1,1,Combined,1,0.9524814003512078
Desired_369,candidate,wind_speed <= 36 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.6666666666666667,1.0,0.3333333333333332,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.611,"wind_speed, a, b","battery, satellite_count, wind_speed","source_distance, b","height, source_distance",wind_speed,source_distance,"a, b","satellite_count, battery",b,height,2,2,1,1,Combined,1,1.0050013911565312
Desired_370,candidate,wind_speed <= 36 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.6666666666666667,1.0,0.3333333333333332,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.111,"wind_speed, a, b","battery, satellite_count, wind_speed","a, b","height, source_distance",wind_speed,,"a, b","satellite_count, battery","a, b","source_distance, height",2,2,2,2,Combined,1,1.036638970067531
Desired_371,candidate,wind_speed <= 36 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.6666666666666667,1.0,0.3333333333333332,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.674,"wind_speed, a, b","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance",wind_speed,"source_distance, height","a, b","satellite_count, battery",a,,2,2,1,0,Combined,1,1.0578381223077835
Desired_372,candidate,wind_speed <= 36 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.6666666666666667,1.0,0.3333333333333332,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.674,"wind_speed, a, b","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance",wind_speed,"source_distance, height","a, b","satellite_count, battery",b,,2,2,1,0,Combined,1,0.951223449542496
Desired_373,candidate,wind_speed <= 36 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.6666666666666667,1.0,0.3333333333333332,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.559,"wind_speed, a, b","battery, satellite_count, wind_speed","height, a, b","height, source_distance",wind_speed,height,"a, b","satellite_count, battery","a, b",source_distance,2,2,2,1,Combined,1,1.0417938052270248
Desired_374,candidate,wind_speed <= 36 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.6666666666666667,1.0,0.3333333333333332,source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.559,"wind_speed, a, b","battery, satellite_count, wind_speed","source_distance, a, b","height, source_distance",wind_speed,source_distance,"a, b","satellite_count, battery","a, b",height,2,2,2,1,Combined,1,0.9238691376193832
Desired_375,candidate,wind_speed <= 36 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.6666666666666667,1.0,0.3333333333333332,height >= 30 AND source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.4736842105263158,1.0,0.5263157894736842,0.62,"wind_speed, a, b","battery, satellite_count, wind_speed","height, source_distance, a, b","height, source_distance",wind_speed,"source_distance, height","a, b","satellite_count, battery","a, b",,2,2,2,0,Combined,1,1.0171914649696978
Desired_376,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,height >= 30,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.893,"battery, satellite_count, wind_speed, a","battery, satellite_count, wind_speed",height,"height, source_distance","satellite_count, battery, wind_speed",height,a,,,source_distance,1,0,0,1,Combined,1,1.0447014443493072
Desired_377,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,source_distance == 0,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.893,"battery, satellite_count, wind_speed, a","battery, satellite_count, wind_speed",source_distance,"height, source_distance","satellite_count, battery, wind_speed",source_distance,a,,,height,1,0,0,1,Combined,1,0.9949914514035717
Desired_378,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.256,"battery, satellite_count, wind_speed, a","battery, satellite_count, wind_speed",a,"height, source_distance","satellite_count, battery, wind_speed",,a,,a,"source_distance, height",1,0,1,2,Combined,1,0.9731164789069673
Desired_379,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.256,"battery, satellite_count, wind_speed, a","battery, satellite_count, wind_speed",b,"height, source_distance","satellite_count, battery, wind_speed",,a,,b,"source_distance, height",1,0,1,2,Combined,1,1.0202859949509424
Desired_380,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,height >= 30 AND source_distance == 0,height >= 30 AND source_distance == 0,0.0,1.0,1.0,0.923,"battery, satellite_count, wind_speed, a","battery, satellite_count, wind_speed","height, source_distance","height, source_distance","satellite_count, battery, wind_speed","source_distance, height",a,,,,1,0,0,0,Excessive,2,2.0564473042481675
Desired_381,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,height >= 30 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.756,"battery, satellite_count, wind_speed, a","battery, satellite_count, wind_speed","height, a","height, source_distance","satellite_count, battery, wind_speed",height,a,,a,source_distance,1,0,1,1,Combined,1,1.0089933306266128
Desired_382,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,height >= 30 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.756,"battery, satellite_count, wind_speed, a","battery, satellite_count, wind_speed","height, b","height, source_distance","satellite_count, battery, wind_speed",height,a,,b,source_distance,1,0,1,1,Combined,1,1.038512717324493
Desired_383,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.756,"battery, satellite_count, wind_speed, a","battery, satellite_count, wind_speed","source_distance, a","height, source_distance","satellite_count, battery, wind_speed",source_distance,a,,a,height,1,0,1,1,Combined,1,1.0894049646535306
Desired_384,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.756,"battery, satellite_count, wind_speed, a","battery, satellite_count, wind_speed","source_distance, b","height, source_distance","satellite_count, battery, wind_speed",source_distance,a,,b,height,1,0,1,1,Combined,1,1.0243071073249381
Desired_385,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.256,"battery, satellite_count, wind_speed, a","battery, satellite_count, wind_speed","a, b","height, source_distance","satellite_count, battery, wind_speed",,a,,"a, b","source_distance, height",1,0,2,2,Combined,1,0.9076915627647649
Desired_386,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.82,"battery, satellite_count, wind_speed, a","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance","satellite_count, battery, wind_speed","source_distance, height",a,,a,,1,0,1,0,Excessive,2,2.0267374423812172
Desired_387,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.82,"battery, satellite_count, wind_speed, a","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance","satellite_count, battery, wind_speed","source_distance, height",a,,b,,1,0,1,0,Excessive,2,1.9998273162541906
Desired_388,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.705,"battery, satellite_count, wind_speed, a","battery, satellite_count, wind_speed","height, a, b","height, source_distance","satellite_count, battery, wind_speed",height,a,,"a, b",source_distance,1,0,2,1,Combined,1,1.0196100250384377
Desired_389,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.705,"battery, satellite_count, wind_speed, a","battery, satellite_count, wind_speed","source_distance, a, b","height, source_distance","satellite_count, battery, wind_speed",source_distance,a,,"a, b",height,1,0,2,1,Combined,1,0.9048693681242136
Desired_390,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,height >= 30 AND source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.4736842105263158,1.0,0.5263157894736842,0.765,"battery, satellite_count, wind_speed, a","battery, satellite_count, wind_speed","height, source_distance, a, b","height, source_distance","satellite_count, battery, wind_speed","source_distance, height",a,,"a, b",,1,0,2,0,Excessive,2,2.054698898657161
Desired_391,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,height >= 30,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.893,"battery, satellite_count, wind_speed, b","battery, satellite_count, wind_speed",height,"height, source_distance","satellite_count, battery, wind_speed",height,b,,,source_distance,1,0,0,1,Combined,1,1.096069049394953
Desired_392,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,source_distance == 0,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.893,"battery, satellite_count, wind_speed, b","battery, satellite_count, wind_speed",source_distance,"height, source_distance","satellite_count, battery, wind_speed",source_distance,b,,,height,1,0,0,1,Combined,1,1.0703588186576907
Desired_393,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.256,"battery, satellite_count, wind_speed, b","battery, satellite_count, wind_speed",a,"height, source_distance","satellite_count, battery, wind_speed",,b,,a,"source_distance, height",1,0,1,2,Combined,1,0.9623728766487178
Desired_394,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.256,"battery, satellite_count, wind_speed, b","battery, satellite_count, wind_speed",b,"height, source_distance","satellite_count, battery, wind_speed",,b,,b,"source_distance, height",1,0,1,2,Combined,1,1.077024354295885
Desired_395,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,height >= 30 AND source_distance == 0,height >= 30 AND source_distance == 0,0.0,1.0,1.0,0.923,"battery, satellite_count, wind_speed, b","battery, satellite_count, wind_speed","height, source_distance","height, source_distance","satellite_count, battery, wind_speed","source_distance, height",b,,,,1,0,0,0,Excessive,2,2.05485858588577
Desired_396,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,height >= 30 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.756,"battery, satellite_count, wind_speed, b","battery, satellite_count, wind_speed","height, a","height, source_distance","satellite_count, battery, wind_speed",height,b,,a,source_distance,1,0,1,1,Combined,1,0.9647126835135987
Desired_397,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,height >= 30 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.756,"battery, satellite_count, wind_speed, b","battery, satellite_count, wind_speed","height, b","height, source_distance","satellite_count, battery, wind_speed",height,b,,b,source_distance,1,0,1,1,Combined,1,0.9446565460343168
Desired_398,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.756,"battery, satellite_count, wind_speed, b","battery, satellite_count, wind_speed","source_distance, a","height, source_distance","satellite_count, battery, wind_speed",source_distance,b,,a,height,1,0,1,1,Combined,1,0.9201719153477292
Desired_399,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.756,"battery, satellite_count, wind_speed, b","battery, satellite_count, wind_speed","source_distance, b","height, source_distance","satellite_count, battery, wind_speed",source_distance,b,,b,height,1,0,1,1,Combined,1,1.0513771503137994
Desired_400,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.256,"battery, satellite_count, wind_speed, b","battery, satellite_count, wind_speed","a, b","height, source_distance","satellite_count, battery, wind_speed",,b,,"a, b","source_distance, height",1,0,2,2,Combined,1,1.0279584805307265
Desired_401,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.82,"battery, satellite_count, wind_speed, b","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance","satellite_count, battery, wind_speed","source_distance, height",b,,a,,1,0,1,0,Excessive,2,2.017022577576433
Desired_402,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.82,"battery, satellite_count, wind_speed, b","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance","satellite_count, battery, wind_speed","source_distance, height",b,,b,,1,0,1,0,Excessive,2,2.040374271607245
Desired_403,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.705,"battery, satellite_count, wind_speed, b","battery, satellite_count, wind_speed","height, a, b","height, source_distance","satellite_count, battery, wind_speed",height,b,,"a, b",source_distance,1,0,2,1,Combined,1,0.9607676352270277
Desired_404,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.705,"battery, satellite_count, wind_speed, b","battery, satellite_count, wind_speed","source_distance, a, b","height, source_distance","satellite_count, battery, wind_speed",source_distance,b,,"a, b",height,1,0,2,1,Combined,1,0.9596096468457944
Desired_405,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.2307692307692307,1.0,0.7692307692307693,height >= 30 AND source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.4736842105263158,1.0,0.5263157894736842,0.765,"battery, satellite_count, wind_speed, b","battery, satellite_count, wind_speed","height, source_distance, a, b","height, source_distance","satellite_count, battery, wind_speed","source_distance, height",b,,"a, b",,1,0,2,0,Excessive,2,2.0893496994378506
Desired_406,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.4871794871794871,1.0,0.5128205128205129,height >= 30,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.807,"battery, satellite_count, a, b","battery, satellite_count, wind_speed",height,"height, source_distance","satellite_count, battery",height,"a, b",wind_speed,,source_distance,2,1,0,1,Combined,1,1.0999021374698517
Desired_407,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.4871794871794871,1.0,0.5128205128205129,source_distance == 0,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.807,"battery, satellite_count, a, b","battery, satellite_count, wind_speed",source_distance,"height, source_distance","satellite_count, battery",source_distance,"a, b",wind_speed,,height,2,1,0,1,Combined,1,1.0009409113283394
Desired_408,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.4871794871794871,1.0,0.5128205128205129,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.171,"battery, satellite_count, a, b","battery, satellite_count, wind_speed",a,"height, source_distance","satellite_count, battery",,"a, b",wind_speed,a,"source_distance, height",2,1,1,2,Combined,1,0.9514977903068628
Desired_409,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.4871794871794871,1.0,0.5128205128205129,b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.171,"battery, satellite_count, a, b","battery, satellite_count, wind_speed",b,"height, source_distance","satellite_count, battery",,"a, b",wind_speed,b,"source_distance, height",2,1,1,2,Combined,1,0.9017948705053909
Desired_410,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.4871794871794871,1.0,0.5128205128205129,height >= 30 AND source_distance == 0,height >= 30 AND source_distance == 0,0.0,1.0,1.0,0.838,"battery, satellite_count, a, b","battery, satellite_count, wind_speed","height, source_distance","height, source_distance","satellite_count, battery","source_distance, height","a, b",wind_speed,,,2,1,0,0,Combined,1,0.9533334015964441
Desired_411,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.4871794871794871,1.0,0.5128205128205129,height >= 30 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.671,"battery, satellite_count, a, b","battery, satellite_count, wind_speed","height, a","height, source_distance","satellite_count, battery",height,"a, b",wind_speed,a,source_distance,2,1,1,1,Combined,1,0.9094178140528192
Desired_412,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.4871794871794871,1.0,0.5128205128205129,height >= 30 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.671,"battery, satellite_count, a, b","battery, satellite_count, wind_speed","height, b","height, source_distance","satellite_count, battery",height,"a, b",wind_speed,b,source_distance,2,1,1,1,Combined,1,0.9512512684277245
Desired_413,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.4871794871794871,1.0,0.5128205128205129,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.671,"battery, satellite_count, a, b","battery, satellite_count, wind_speed","source_distance, a","height, source_distance","satellite_count, battery",source_distance,"a, b",wind_speed,a,height,2,1,1,1,Combined,1,0.9904445988131181
Desired_414,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.4871794871794871,1.0,0.5128205128205129,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.671,"battery, satellite_count, a, b","battery, satellite_count, wind_speed","source_distance, b","height, source_distance","satellite_count, battery",source_distance,"a, b",wind_speed,b,height,2,1,1,1,Combined,1,1.0608260106092497
Desired_415,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.4871794871794871,1.0,0.5128205128205129,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.171,"battery, satellite_count, a, b","battery, satellite_count, wind_speed","a, b","height, source_distance","satellite_count, battery",,"a, b",wind_speed,"a, b","source_distance, height",2,1,2,2,Combined,1,1.087590935636024
Desired_416,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.4871794871794871,1.0,0.5128205128205129,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.734,"battery, satellite_count, a, b","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance","satellite_count, battery","source_distance, height","a, b",wind_speed,a,,2,1,1,0,Combined,1,0.9295382371975556
Desired_417,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.4871794871794871,1.0,0.5128205128205129,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.734,"battery, satellite_count, a, b","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance","satellite_count, battery","source_distance, height","a, b",wind_speed,b,,2,1,1,0,Combined,1,1.0317217869550412
Desired_418,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.4871794871794871,1.0,0.5128205128205129,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.619,"battery, satellite_count, a, b","battery, satellite_count, wind_speed","height, a, b","height, source_distance","satellite_count, battery",height,"a, b",wind_speed,"a, b",source_distance,2,1,2,1,Combined,1,1.0996733980115243
